Lemma;Haupteintrag;Wortart;Varianten;Werk;Band;Spalte;Zeile;IstVariante;ZusatzVhd;IstNachtrag;Nband;Nspalte;Nzeile
bechetel;;s.m.;;tl;1;894;37;0;0;;;;
bechiee;;s.f.;beschiee;tl;1;894;41;0;1;0;1;1253;27
bechier;;v.;;tl;1;894;47;0;1;0;1;1253;28
becu;;a.;;tl;1;895;16;0;1;0;1;1253;29
becue;;s.f.;;tl;1;895;23;0;0;;;;
becuit;bescuit;s.m.;;;1;940;20;1;;;;;
bedel;;s.m.;;tl;1;895;29;0;1;0;1;1253;30
bedüin;;s.m.;;tl;1;896;18;0;1;0;1;1253;31
bëè;;Laut des Schafes;;tl;1;896;34;0;0;;;;
bee;;s.f.;;tl;1;896;37;0;0;;;;
bëee;;s.f.;bäee;tl;1;897;37;0;0;;;;
bëeler;beler;v.;;;1;911;4;1;;;;;
bëement;;s.m.;;tl;1;898;1;0;0;;;;
bëer;;v.;bäer;tl;1;898;4;0;1;0;1;1253;32
bëerie;;s.f.;bäerie;tl;1;899;34;0;0;;;;
beesofle;;s.m.;;tl;1;899;44;0;0;;;;
befe;;s.f.;;tl;1;899;50;0;1;0;1;1253;33
befe;bave;s.f.;;;1;891;22;1;;;;;
beffroi;berfroi;s.m.;;;1;925;12;1;;;;;
befoi;;s.m.;;tl;1;900;16;0;0;;;;
begart;;s.m.;begon;tl;1;900;18;0;1;0;1;1253;34
bege;;a.;;tl;1;900;28;0;0;;;;
begon;begart;s.m.;;;1;900;18;1;;;;;
begue;;a.;;tl;1;900;38;0;1;0;1;1253;35
beguin;;s.m.;beguine ;tl;1;900;45;0;1;0;1;1253;36
beguinage;;s.m.;;tl;1;902;3;0;0;;;;
beguine;beguin;s.m.;;;1;900;45;1;;;;;
behariz;bahariz;s.m.;;;1;793;49;1;;;;;
behitre;besistre;s.m.;;;1;941;25;1;;;;;
behordëiz;;s.m.;;tl;1;902;27;0;1;0;1;1253;43
behordëor;;s.m.;;tl;1;902;41;0;0;;;;
behorder;;v.;bohorder;tl;1;902;48;0;1;0;1;1253;44
behort;;s.m.;bohort;tl;1;903;24;0;1;0;1;1253;48
behot;buhot;s.m.;;;1;1193;36;1;;;;;
behoudor;;s. ;boharder;tl;1;903;42;0;0;;;;
beistie;;s.f.;;tl;1;903;46;0;0;;;;
bel1;;a.;;tl;1;903;49;0;1;0;1;1253;49
bel2;;s.m.;;tl;1;910;26;0;0;;;;
belais;;comp. neutr. s.;;tl;1;910;32;0;0;;;;
belbel;;s.m.;;tl;1;910;41;0;0;;;;
bele;;s.f.;;tl;1;910;45;0;0;;;;
bele;belet;a., s.;;;1;912;4;1;;;;;
belemier;;s.m. ;belinier;tl;1;910;50;0;0;;;;
beler;;v.;baler, bëeler, bäeler;tl;1;911;4;0;1;0;1;1254;8
belesor;;a. comp.;belisor;tl;1;911;35;0;0;;;;
belet;;a., s.;bele;tl;1;912;4;0;0;;;;
belete;;s.f.;;tl;1;912;20;0;1;0;1;1254;10
belfroi;berfroi;s.m.;;;1;925;12;1;;;;;
beli;bellic;s. m;;;1;912;49;1;;;;;
belic;bellic;s. m;;;1;912;49;1;;;;;
belif;bellic;s. m;;;1;912;49;1;;;;;
belif;beslic;a.;;;1;941;44;1;;;;;
belin;;s.m.;;tl;1;912;30;0;1;0;1;1254;14
belinc;beslic;a.;;;1;941;44;1;;;;;
belinier;belemier;s.m.;;;1;910;50;1;;;;;
belïor;;a. comp.;;tl;1;912;43;0;0;;;;
belisor;belesor;a. comp.;;;1;911;35;1;;;;;
belissement;balissement;s.m.;;;1;817;27;1;;;;;
bellic;;s. m;beli, belic, belif, bernic, besli, beslic;tl;1;912;49;0;0;;;;
bellin;beslic;a.;;;1;941;44;1;;;;;
bellinc;beslic;a.;;;1;941;44;1;;;;;
bellique;;a.;;tl;1;913;7;0;0;;;;
belliver;besliver;v.;;;1;942;15;1;;;;;
belloi;besloi;s.m.;;;1;942;34;1;;;;;
bellonc;beslonc;a.;;;1;943;19;1;;;;;
bellue;beslue;s.f.;;;1;943;35;1;;;;;
belluré;;a.;;tl;1;913;15;0;0;;;;
beloce;;s.f.;;tl;1;913;19;0;1;0;1;1254;16
belocier;;s.m.;;tl;1;913;34;0;0;;;;
belonc;beslonc;a.;;;1;943;19;1;;;;;
belor;;s.f.;;tl;1;913;40;0;0;;;;
belté;biauté;s.f.;;;1;960;14;1;;;;;
beltrer;;v.;betrer ;tl;1;913;44;0;0;;;;
belu;;Laut eines Lallenden;;tl;1;913;52;0;0;;;;
belue;;s.f.;;tl;1;914;5;0;1;0;1;1254;21
belutel;buretel;s.m.;;;1;1204;35;1;;;;;
beluter;bureter;v.;;;1;1205;6;1;;;;;
belvoisine;biauvaisine;s.f.;;;1;960;49;1;;;;;
bemi;;s.;;tl;1;914;11;0;1;0;1;1254;22
bemi;b;s.m.;;;1;785;7;1;;;;;
bende;;s.f.;;tl;1;914;12;0;1;0;1;1254;23
bendé;;s.f.;;tl;1;915;23;0;0;;;;
bendel;;s.m.;;tl;1;915;27;0;1;0;1;1254;24
bendele;;s.f.;;tl;1;916;10;0;0;;;;
bender;;v.;;tl;1;916;13;0;1;0;1;1254;25
bendëure;;s.f.;;tl;1;917;43;0;0;;;;
benëesquir;benëir;v.;;;1;918;52;1;;;;;
benefice;;s.m.;;tl;1;917;47;0;1;0;1;1254;26
beneficiier1;;v.;;tl;1;918;16;0;0;;;;
beneficiier2;;s.m.;;tl;1;918;22;0;0;;;;
benëiçon;;s.f.;;tl;1;918;26;0;1;0;1;1254;27
benëir;;v.;benëesquir, benëistre;tl;1;918;52;0;1;0;1;1254;34
benëissement;;s.m.;;tl;1;920;35;0;0;;;;
benëistre;benëir;v.;;;1;918;52;1;;;;;
benel;banel2;s.m.;;;1;823;10;1;;;;;
benëoite;;s.f.;;tl;1;920;41;0;1;0;1;1254;37
benëoitier;;s.m.;;tl;1;920;48;0;0;;;;
benëurté;bienëurté;s.f.;;;1;969;9;1;;;;;
benevis;;s.m.;;tl;1;921;1;0;1;0;1;1254;38
benigne;;a.;benin;tl;1;921;4;0;1;0;1;1254;40
benignité;;s.f.;;tl;1;921;44;0;0;;;;
benin;benigne;a.;;;1;921;4;1;;;;;
benivolence;;s.f.;;tl;1;922;7;0;0;;;;
benne;bane1;s.f.;;;1;822;27;1;;;;;
benne;bane2;s.f.;;;1;822;46;1;;;;;
benus;;s.m.;;tl;1;922;16;0;0;;;;
bëol;;s.m.;böol;tl;1;922;24;0;1;0;1;1254;41
beque;;s.f.;;tl;1;922;33;0;0;;;;
bequet;bechet;s.m.;;;1;894;23;1;;;;;
bequeter;;v.;;tl;1;922;38;0;0;;;;
bequillon;;s.m.;;tl;1;922;42;0;0;;;;
ber;baron;s.m.;;;1;847;11;1;;;;;
berbiz;brebiz;s.f.;;;1;1131;9;1;;;;;
bercal;;s.m.;;tl;1;922;47;0;1;0;1;1254;43
bercelet;;s.m.;;tl;1;923;6;0;0;;;;
bercier;;v.;;tl;1;923;13;0;1;0;1;1254;44
bercier;bergier;s.m.;;;1;926;48;1;;;;;
berciere;;s.f.;;tl;1;923;39;0;0;;;;
bercil;;s.m.;bergil;tl;1;923;42;0;0;;;;
berçoire;;s.f.;;tl;1;924;8;0;0;;;;
berçuèl;;s.m.;;tl;1;924;13;0;1;0;1;1254;45
berele;;s.f.;barele;tl;1;924;30;0;0;;;;
berfroi;;s.m.;beffroi, belfroi;tl;1;925;12;0;1;0;1;1254;46
bergerele;;s.f.;;tl;1;925;49;0;0;;;;
bergerete;;s.f.;;tl;1;926;1;0;0;;;;
bergerie;;s.f.;;tl;1;926;12;0;0;;;;
bergeron;;s.m.;;tl;1;926;33;0;0;;;;
bergeronete;;s.f.;;tl;1;926;38;0;0;;;;
bergier;;s.m.;bercier, berquier, bregier;tl;1;926;48;0;0;;;;
bergiere;;s.f.;;tl;1;928;6;0;0;;;;
bergil;bercil;s.m.;;;1;923;42;1;;;;;
bergin;;s.m.;;tl;1;928;16;0;0;;;;
berguignier;bargaignier;v.;;;1;842;11;1;;;;;
bericle;;s.m.;baricle;tl;1;928;22;0;1;0;1;1254;47
beril;;s.m. (auch f.);;tl;1;928;49;0;1;0;1;1254;48
berlenc;brelenc;s.m.;;;1;1132;48;1;;;;;
bernac;barnac;s.m.;;;1;845;24;1;;;;;
bernagöe;;s.f.;;tl;1;929;21;0;0;;;;
Bernart;;nom. propr.;;tl;1;929;26;0;1;0;1;1254;49
bernic;bellic;s. m;;;1;912;49;1;;;;;
bernicles;;s.f. pl.;;tl;1;930;3;0;0;;;;
bernier;brenier;s.m.;;;1;1134;28;1;;;;;
bernil;barnil;a.;;;1;846;43;1;;;;;
beröete;;s.f.;bröete, boröete;tl;1;930;7;0;1;0;1;1255;1
beröetëor;;s.m.;;tl;1;930;20;0;0;;;;
beröetier;;s.m.;bröetier;tl;1;930;25;0;0;;;;
berquier;bergier;s.m.;;;1;926;48;1;;;;;
berrie;berruie;s.f.;;;1;930;30;1;;;;;
berrïe;verrïe2;s.f.;;;11;305;43;1;;;;;
berrier;berruiier;s.m.;;;1;930;47;1;;;;;
berrue;verrue;s.f.;;;11;308;21;1;;;;;
berruie;;s.f.;berrie, berue;tl;1;930;30;0;1;0;1;1255;3
berruiier;;s.m.;berrier;tl;1;930;47;0;1;0;1;1255;4
bers;berz;s.m.;;;1;935;44;1;;;;;
bersail;;s.m.;;tl;1;931;39;0;1;0;1;1255;5
bersaire;;s.m.;;tl;1;931;50;0;0;;;;
bersal;;s.m.;;tl;1;932;5;0;0;;;;
bersaut;;s.m.;;tl;1;932;12;0;0;;;;
bersel;;s.m.;;tl;1;932;31;0;0;;;;
berser;;v.;besser;tl;1;932;45;0;1;0;1;1255;6
berserez;;a., s.;;tl;1;933;50;0;1;0;1;1255;7
berserie;;s.f.;;tl;1;934;29;0;0;;;;
bert;;s.m.;;tl;1;934;33;0;0;;;;
bertauder;bertouder;v.;;;1;935;5;1;;;;;
Berte;;nom. propr.;;tl;1;934;40;0;1;0;1;1255;8
bertesche;bretesche;s.f.;;;1;1137;26;1;;;;;
bertiz;;s.m.;;tl;1;935;1;0;0;;;;
bertouder;;v.;bertauder;tl;1;935;5;0;1;0;1;1255;9
Bertout;;nom. propr.;Bertremieu;tl;1;935;39;0;0;;;;
Bertremieu;Bertout;nom. propr.;;;1;935;39;1;;;;;
berue;berruie;s.f.;;;1;930;30;1;;;;;
berz;;s.m.;bers, briez;tl;1;935;44;0;1;0;1;1255;12
besace;;s.f.;;tl;1;936;27;0;1;0;1;1255;13
besagu;;s.m.;;tl;1;936;40;0;0;;;;
besague;;s.f.;;tl;1;936;47;0;1;0;1;1255;14
besaine;;s.f.;;tl;1;937;13;0;1;0;1;1255;15
besaiol;;s.m.;;tl;1;937;31;0;0;;;;
besaiole;;s.f.;;tl;1;937;36;0;0;;;;
besaive;;s.m.;;tl;1;937;40;0;0;;;;
besant;;s.m.;;tl;1;937;46;0;0;;;;
besantel;;s.m.;;tl;1;938;26;0;1;0;1;1255;17
besanter;;v.;;tl;1;938;30;0;0;;;;
besche1;;s.f.;;tl;1;938;39;0;1;0;1;1255;18
besche2;;s.f.;;tl;1;939;5;0;0;;;;
beschevé;;a.;;tl;1;939;10;0;0;;;;
beschiee;bechiee;s.f.;;;1;894;41;1;;;;;
beschier;;v.;;tl;1;939;13;0;1;0;1;1255;20
beschos;;a.;;tl;1;939;21;0;0;;;;
bescochier;;v.;;tl;1;939;25;0;0;;;;
bescosse;;s.f.;;tl;1;940;2;0;0;;;;
bescot;;s.m.;;tl;1;940;8;0;0;;;;
bescoz;;;;tl;1;940;13;0;0;;;;
bescuit;;s.m.;becuit;tl;1;940;20;0;0;;;;
besenage;;s.m.;;tl;1;940;45;0;0;;;;
besil;;s.m.;;tl;1;940;48;0;0;;;;
besillier;;v.;;tl;1;941;7;0;0;;;;
besistre;;s.m.;behitre;tl;1;941;25;0;0;;;;
besli;bellic;s. m;;;1;912;49;1;;;;;
beslic;;a.;belif, beslif, belinc, bellin, bellinc;tl;1;941;44;0;0;;;;
beslic;bellic;s. m;;;1;912;49;1;;;;;
beslif;beslic;a.;;;1;941;44;1;;;;;
besliver;;v.;belliver;tl;1;942;15;0;0;;;;
besloi;;s.m.;belloi;tl;1;942;34;0;0;;;;
beslonc;;a.;bellonc, belonc;tl;1;943;19;0;0;;;;
beslort;;a.;;tl;1;943;29;0;0;;;;
beslue;;s.f.;bellue;tl;1;943;35;0;0;;;;
beslüer;;v.;;tl;1;943;42;0;0;;;;
besmer;blasmer;v.;;;1;992;10;1;;;;;
besoche;;s.f.;;tl;1;943;50;0;1;0;1;1255;21
besoche;basoche;s.f.;;;1;861;14;1;;;;;
besoignable;;a.;bosoignable;tl;1;944;4;0;0;;;;
besoignal;;a.;;tl;1;944;9;0;0;;;;
besoigne;;s.f.;bosoigne;tl;1;944;13;0;1;0;1;1255;22
besoignier;;v.;bosoignier;tl;1;945;34;0;0;;;;
besoignos;;a.;;tl;1;946;38;0;0;;;;
besoing;;s.m.;;tl;1;946;47;0;0;;;;
besorder;;v.;;tl;1;948;7;0;0;;;;
besque;baite;s.f.;;;1;809;36;1;;;;;
besser;berser;v.;;;1;932;45;1;;;;;
bestail;;s.m.;;tl;1;948;13;0;1;0;1;1255;24
bestaille;;s.f;;tl;1;948;20;0;0;;;;
beste;;s.f.;;tl;1;948;33;0;1;0;1;1255;25
bestelete;;s.f.;;tl;1;949;37;0;1;0;1;1255;26
bestelote;;s.f.;;tl;1;949;44;0;0;;;;
bestence;;s.f.;;tl;1;949;47;0;0;;;;
bestencier;;v.;;tl;1;949;52;0;0;;;;
bestens;;s.m.;;tl;1;950;4;0;0;;;;
bestent;bestenz;s.m.;;;1;950;22;1;;;;;
bestenz;;s.m.;bestent;tl;1;950;22;0;0;;;;
bestete;;s.f.;;tl;1;950;31;0;0;;;;
bestïaire;;s.m.;;tl;1;950;36;0;0;;;;
bestïal;;a., s.;;tl;1;950;52;0;1;0;1;1255;27
bestïauté;;s.f.;;tl;1;951;27;0;0;;;;
bestil;;s.m.;;tl;1;951;37;0;0;;;;
bestïole;;s.f.;;tl;1;951;42;0;1;0;1;1255;28
beston;asbeste;s.f.;;;1;559;28;1;;;;;
bestondre;;v.;;tl;1;952;1;0;0;;;;
bestornee;;s.f.;;tl;1;952;6;0;0;;;;
bestornëiz;;a., s.;;tl;1;952;10;0;0;;;;
bestorner;;v.;;tl;1;952;16;0;0;;;;
besu;;;;tl;1;1255;29;0;1;1;;;
besuchier;;v.;;tl;1;954;9;0;0;;;;
bet;;s.m.;;tl;1;954;21;0;1;0;1;1255;36
betas;;s.m.;;tl;1;954;30;0;0;;;;
bete;;s.f.;;tl;1;954;35;0;1;0;1;1255;38
betëor;;s.m.;;tl;1;954;45;0;0;;;;
beter;forbeter;v.;;;3;2055;32;1;;;;;
beter1;;v.;;tl;1;954;49;0;1;0;1;1255;39
beter2;;v.;;tl;1;956;10;0;1;0;1;1255;40
betir;;v.;;tl;1;956;49;0;0;;;;
betisi ;;s.m.;;tl;1;957;3;0;0;;;;
betoine;;s.f.;vetoine, vetoigne;tl;1;957;8;0;1;0;1;1255;41
betoine;vetoine;s.f.;;;11;369;31;1;;;;;
betrer;beltrer;v.;;;1;913;44;1;;;;;
betume;;s.f.;;tl;1;957;19;0;0;;;;
betumier;;s.m.;;tl;1;957;29;0;0;;;;
betumoi;;s.m.;;tl;1;957;36;0;0;;;;
betun;;s.m.;;tl;1;957;48;0;1;0;1;1255;42
beuban;boban;s.m.;;;1;1007;12;1;;;;;
beubance;bobance;s.f.;;;1;1007;29;1;;;;;
beubelet;;s.m.;beaubelet;tl;1;958;18;0;0;;;;
beubelot;;s.m.;;tl;1;958;31;0;0;;;;
beubois;bobois;s.m.;;;1;1010;1;1;;;;;
beue;buie;s.f.;;;1;1194;39;1;;;;;
beur;buer;adv.;;;1;1187;46;1;;;;;
beuse;bose;s.f.;;;1;1084;10;1;;;;;
beve;bave;s.f.;;;1;891;22;1;;;;;
bevee1;;s.f.;;tl;1;958;38;0;0;;;;
bevee2;;s.f.;buvee;tl;1;958;41;0;0;;;;
bevement;;s.m.;;tl;1;958;44;0;0;;;;
bevëor;;s.m.;;tl;1;958;45;0;1;0;1;1255;43
beverant;;s.m.;;tl;1;959;1;0;0;;;;
beverie;;s.f.;;tl;1;959;6;0;0;;;;
beverie;forbeverie;s.f.;;;3;2055;40;1;;;;;
beverresse;;s.f.;;tl;1;959;14;0;0;;;;
bevitoir;;s.m.;;tl;1;959;18;0;0;;;;
bevrage;;s.m.;brevage, buvrage;tl;1;959;21;0;1;0;1;1255;44
bïais;;a., s.;;tl;1;959;43;0;1;0;1;1255;46
biaune;;s.m. ;;tl;1;959;52;0;0;;;;
biauté;;s.f.;beauté, belté;tl;1;960;14;0;1;0;1;1255;48
biautor;;s.f.;;tl;1;960;40;0;0;;;;
biauture;;s.f.;;tl;1;960;45;0;0;;;;
biauvaisine;;s.f.;belvoisine;tl;1;960;49;0;1;0;1;1255;49
biberon;;s.m.;;tl;1;961;5;0;0;;;;
bible1;;s.f.;;tl;1;961;9;0;0;;;;
bible2;;s.f.;;tl;1;961;23;0;1;0;1;1255;50
biche;bisse;s.f.;;;1;981;34;1;;;;;
bichet;;s.m.;;tl;1;962;2;0;0;;;;
bichot;bissot;s.m.;;;1;982;45;1;;;;;
bicorne;;s.f.;;tl;1;962;4;0;1;0;1;1255;51
bicornet ;;s.m.;;tl;1;962;9;0;0;;;;
bidaut;;s.m.;;tl;1;962;15;0;0;;;;
bident;;a.;;tl;1;962;30;0;1;0;1;1255;52
bié;biés;s.m.;;;1;972;35;1;;;;;
bied;biés;s.m.;;;1;972;35;1;;;;;
bïelot;;s.m.;;tl;1;962;34;0;0;;;;
bien1;;adv.;;tl;1;962;45;0;1;0;1;1256;1
bien2;;s.m.;;tl;1;966;18;0;1;0;1;1256;2
bienaventuros;;a.;;tl;1;969;3;0;0;;;;
bienëurté;;s.f.;benëurté;tl;1;969;9;0;0;;;;
bienfaisëor;;s.m.;;tl;1;969;20;0;0;;;;
bien fait;;s.m.;bienfait;tl;1;969;22;0;0;;;;
bienfait;bien fait;s.m.;;;1;969;22;1;;;;;
bienfaitor;;s.m.;;tl;1;970;3;0;0;;;;
bienplaisir;;s.m.;;tl;1;970;16;0;0;;;;
bienvenue;;s.f.;;tl;1;970;20;0;0;;;;
bienvignier;;v.;;tl;1;970;28;0;0;;;;
bienvolentëif;;a., s.;;tl;1;970;44;0;0;;;;
bienvoloir;;s.m.;;tl;1;970;47;0;0;;;;
bienvueillance;;s.f.;;tl;1;970;50;0;0;;;;
bienvueillant;;a., s.;voillant ;tl;1;971;7;0;0;;;;
biere;;s.f.;;tl;1;971;24;0;1;0;1;1256;6
biés;;s.m.;bied, bié;tl;1;972;35;0;1;0;1;1256;7
bievre;;s.m.;;tl;1;973;6;0;1;0;1;1256;8
biface;;s.m.;;tl;1;973;27;0;1;0;1;1256;9
bifaire;;a.;;tl;1;973;36;0;0;;;;
bife1;;s.f.;;tl;1;973;41;0;1;0;1;1256;10
bife2;;s.f.;bifle;tl;1;974;4;0;1;0;1;1256;11
bifle;bife2;s.f.;;;1;974;4;1;;;;;
bigamage;;s.m.;;tl;1;974;17;0;0;;;;
bigame;;s.m.;;tl;1;974;22;0;0;;;;
bigamer;;v.;;tl;1;974;37;0;0;;;;
bigamie;;s.f.;;tl;1;974;45;0;0;;;;
bigarré;;a.;;tl;1;974;51;0;0;;;;
bigot;;a.;;tl;1;975;2;0;1;0;1;1256;12
biier;;v. ;;tl;1;975;13;0;0;;;;
billart;;s.m.;;tl;1;975;21;0;0;;;;
bille1;;s.f.;;tl;1;975;28;0;1;0;1;1256;14
bille2;;s.f.;;tl;1;976;17;0;1;0;1;1256;15
billete;;s.f.;;tl;1;976;26;0;1;0;1;1256;17
billeter;;v.;;tl;1;976;44;0;0;;;;
billier;;v.;;tl;1;976;52;0;1;0;1;1256;18
billon;;s.m.;;tl;1;977;43;0;1;0;1;1256;20
bin;;?;;tl;1;978;1;0;1;0;1;1256;21
bine;;s.f.;;tl;1;978;5;0;0;;;;
biner ;;v.;;tl;1;978;10;0;0;;;;
binervele;;s.f.;;tl;1;978;19;0;0;;;;
bïote;;s.f.;;tl;1;978;25;0;0;;;;
bireli ;;?;;tl;1;978;31;0;0;;;;
bis;;a.;;tl;1;978;39;0;0;;;;
bisal;;s.m.;;tl;1;979;18;0;0;;;;
biscochet;;s.m.;bis cochet;tl;1;979;22;0;0;;;;
bis cochet;biscochet;s.m.;;;1;979;22;1;;;;;
biscorgnet;;?;;tl;1;979;27;0;0;;;;
biscortois;;a.;;tl;1;979;32;0;0;;;;
bise1;;s.f.;;tl;1;979;37;0;0;;;;
bise2;;s.f.;;tl;1;979;42;0;1;0;1;1256;22
bisehot;;s.m.;;tl;1;980;31;0;0;;;;
bisel1;;s.m.;;tl;1;980;38;0;0;;;;
bisel2;;s.m.;;tl;1;980;48;0;0;;;;
biser;;v.;;tl;1;980;50;0;0;;;;
biset;;s.m.;;tl;1;981;9;0;0;;;;
bisete;;s.f.;;tl;1;981;18;0;0;;;;
bisme;abisme;s.m. und f.;;;1;50;34;1;;;;;
bisor;;s.f.;;tl;1;981;21;0;0;;;;
bisplaisant;;a.;;tl;1;981;24;0;0;;;;
bisse;;s.f.;biche;tl;1;981;34;0;1;0;1;1256;23
bisseste;;s.m.;bissestre;tl;1;982;25;0;1;0;1;1256;24
bissestre;bisseste;s.m.;;;1;982;25;1;;;;;
bissete;;s.f.;bissetel ;tl;1;982;43;0;0;;;;
bissetel;bissete;s.f.;;;1;982;43;1;;;;;
bisson;;;;tl;1;1256;25;0;1;1;;;
bissot;;s.m.;bichot;tl;1;982;45;0;0;;;;
bistarde;;s.f.;;tl;1;982;50;0;1;0;1;1256;26
bituminos;;a.;;tl;1;983;5;0;0;;;;
bläaille;;s.f.;bräaille;tl;1;983;11;0;0;;;;
bläaille;bräaille;s.f.;;;1;1102;47;1;;;;;
blade;;s.f.;;tl;1;983;16;0;0;;;;
blader;;v.;;tl;1;983;23;0;0;;;;
bläetier;;s.m.;blatier;tl;1;983;29;0;0;;;;
blafart;;a.;;tl;1;983;34;0;1;0;1;1256;28
blaier;;s.m.;;tl;1;983;43;0;0;;;;
blaierie;;s.f.;blëerie;tl;1;983;45;0;1;0;1;1256;29
blame;blasme;s.m.;;;1;991;30;1;;;;;
blanc;;a.;;tl;1;983;49;0;1;0;1;1256;30
blancdurel;blandurel;s.m.;;;1;989;49;1;;;;;
blanchace;blanchaz;a.;;;1;986;21;1;;;;;
blanchart;;s.m.;;tl;1;986;11;0;0;;;;
blanchaz;;a.;blanchace;tl;1;986;21;0;0;;;;
blanche;;s.f.;;tl;1;986;29;0;0;;;;
blanche;blange;s.f.;;;1;990;3;1;;;;;
blanchece;;s.f.;;tl;1;986;32;0;0;;;;
blanchet;;a., s.;;tl;1;986;36;0;0;;;;
blanchir;;v.;;tl;1;987;18;0;1;0;1;1256;43
blanchoiier;;v.;;tl;1;987;48;0;1;0;1;1256;44
blanchor;;s.f. und m.;;tl;1;988;11;0;1;0;1;1256;45
blande;blant;a.;;;1;990;44;1;;;;;
blandëor;;s.m.;;tl;1;988;28;0;0;;;;
blander;;v.;;tl;1;988;32;0;1;0;1;1256;46
blandices;;s.f. (pl.);;tl;1;988;38;0;1;0;1;1256;47
blandiier;;v.;;tl;1;988;48;0;0;;;;
blandiment;;s.m.;;tl;1;989;1;0;0;;;;
blandir;;v.;;tl;1;989;9;0;1;0;1;1256;48
blandissement;;s.m.;;tl;1;989;34;0;0;;;;
blandissëor;;s.m.;;tl;1;989;42;0;0;;;;
blandiz;;s.m.;;tl;1;989;46;0;0;;;;
blandurel;;s.m.;blancdurel;tl;1;989;49;0;0;;;;
blange;;s.f.;blanche;tl;1;990;3;0;0;;;;
blangier;;v.;;tl;1;990;14;0;1;0;1;1256;49
blangir;;v.;;tl;1;990;39;0;0;;;;
blant;;a.;blande;tl;1;990;44;0;1;0;1;1256;50
blarel;;s.m.;;tl;1;990;50;0;1;0;1;1256;51
blarete;;s.f.;;tl;1;991;2;0;0;;;;
blarie;;s.f.;;tl;1;991;4;0;1;0;1;1256;51
blasfeme;;s.m. und f.;blaspheme;tl;1;991;11;0;1;0;1;1257;1
blasfemëor;;s.m.;;tl;1;991;17;0;0;;;;
blasfemer;;v.;;tl;1;991;20;0;1;0;1;1257;2
blasmable;;a.;;tl;1;991;26;0;0;;;;
blasme;;s.m.;blame;tl;1;991;30;0;0;;;;
blasmement;;s.m.;;tl;1;992;6;0;0;;;;
blasmer;;v.;besmer;tl;1;992;10;0;1;0;1;1257;3
blasmir;;v.;;tl;1;993;45;0;0;;;;
blason;;s.m.;;tl;1;993;49;0;1;0;1;1257;4
blasoner;;v.;;tl;1;994;50;0;0;;;;
blasonerie;;s.f.;;tl;1;995;3;0;0;;;;
blasonier;;s.m.;;tl;1;995;6;0;0;;;;
blasonois;;a.;;tl;1;995;10;0;0;;;;
blaspheme;blasfeme;s.m. und f.;;;1;991;11;1;;;;;
blastenge;;s.f.;;tl;1;995;14;0;1;0;1;1257;5
blastengëor;;s.m.;;tl;1;995;19;0;0;;;;
blastengier1;;v.;;tl;1;995;24;0;1;0;1;1257;6
blastengier2;;s.m.;;tl;1;995;49;0;0;;;;
blatier;bläetier;s.m.;;;1;983;29;1;;;;;
blau;blo;a.;;;1;1002;24;1;;;;;
blaverole;;s.f.;;tl;1;996;7;0;0;;;;
blavir;;v.;;tl;1;996;13;0;0;;;;
blé;;s.m.;blef;tl;1;996;28;0;1;0;1;1257;7
blecëure;;s.f.;;tl;1;997;7;0;0;;;;
blecier;;v.;;tl;1;997;13;0;1;0;1;1257;8
blee;;s.f.;;tl;1;998;50;0;1;0;1;1257;9
blëerie;blaierie;s.f.;;;1;983;45;1;;;;;
blef;blé;s.m.;;;1;996;28;1;;;;;
blef;blo;a.;;;1;1002;24;1;;;;;
blemir;blesmir;v.;;;1;999;40;1;;;;;
bler;;a.;;tl;1;999;13;0;1;0;1;1257;10
bleser;;v.;;tl;1;999;17;0;0;;;;
blesmer;;v.;;tl;1;999;30;0;1;0;1;1257;11
blesmëure;blesmure;s.f.;;;1;1000;49;1;;;;;
blesmir;;v.;blemir;tl;1;999;40;0;1;0;1;1257;12
blesmissement;;s.m.;;tl;1;1000;36;0;1;0;1;1257;13
blesmissëure;;s.f.;;tl;1;1000;46;0;0;;;;
blesmure;;s.f.;blesmëure;tl;1;1000;49;0;1;0;1;1257;15
bleste;blestre;s.f.;;;1;1001;5;1;;;;;
blestos;blestros;a.;;;1;1001;21;1;;;;;
blestre;;s.f.;bleste, blostre;tl;1;1001;5;0;1;0;1;1257;16
blestros;;a.;blestos, blostros;tl;1;1001;21;0;1;0;1;1257;17
blete;;s.f.;;tl;1;1001;26;0;0;;;;
bleu;blo;a.;;;1;1002;24;1;;;;;
bleue;blo;a.;;;1;1002;24;1;;;;;
bleve;blo;a.;;;1;1002;24;1;;;;;
blïaudel;;s.m.;;tl;1;1001;34;0;0;;;;
blïaut;;s.m.;;tl;1;1001;38;0;1;0;1;1257;18
blo;;a.;bloe, blau, blef, bleve, bleu, bleue;tl;1;1002;24;0;1;0;1;1257;19
bloc;;s.m.;;tl;1;1003;33;0;1;0;1;1257;20
blochier;boclier;s.m.;;;1;1021;45;1;;;;;
bloe;blo;a.;;;1;1002;24;1;;;;;
bloi;;a.;bloie ;tl;1;1003;42;0;1;0;1;1257;21
bloie;bloi;a.;;;1;1003;42;1;;;;;
blois;;a.;;tl;1;1004;45;0;1;0;1;1257;22
bloisif ;;a.;;tl;1;1004;50;0;0;;;;
blonc;plon;s.m.;;;7;1176;47;1;;;;;
